"Series Description","Australian Dollar","Euro-Area Euro","New Zealand Dollar","United Kingdom Pound","Brazilian Real","Canadian Dollar","Chinese Yuan","Danish Krone","Hong Kong Dollar","Indian Rupee","Japanese Yen","Malaysian Ringgit","Mexican Peso","Norwegian Krone","South African Rand","Singapore Dollar","South Korean Won","Sri Lankan Rupee","Swedish Krona","Swiss Franc","Taiwanese N.T. Dollar","Thailand Baht","Venezuelan Bolivar"
"Unit:","Currency","Currency","Currency","Currency","Currency","Currency","Currency","Currency","Currency","Currency","Currency","Currency","Currency","Currency","Currency","Currency","Currency","Currency","Currency","Currency","Currency","Currency","Currency"
"Multiplier:","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1"
"Currency:","AUD","EUR","NZD","GBP","BRL","CAD","CNY","DKK","HKD","INR","JPY","MYR","MXN","NOK","ZAR","SGD","KRW","LKR","SEK","CHF","TWD","THB","VEB"
"Unique Identifier: ","H10/H10/RXI$US_N.B.AL","H10/H10/RXI$US_N.B.EU","H10/H10/RXI$US_N.B.NZ","H10/H10/RXI$US_N.B.UK","H10/H10/RXI_N.B.BZ","H10/H10/RXI_N.B.CA","H10/H10/RXI_N.B.CH","H10/H10/RXI_N.B.DN","H10/H10/RXI_N.B.HK","H10/H10/RXI_N.B.IN","H10/H10/RXI_N.B.JA","H10/H10/RXI_N.B.MA","H10/H10/RXI_N.B.MX","H10/H10/RXI_N.B.NO","H10/H10/RXI_N.B.SF","H10/H10/RXI_N.B.SI","H10/H10/RXI_N.B.KO","H10/H10/RXI_N.B.SL","H10/H10/RXI_N.B.SD","H10/H10/RXI_N.B.SZ","H10/H10/RXI_N.B.TA","H10/H10/RXI_N.B.TH","H10/H10/RXI_N.B.VES"
"Time Period","RXI$US_N.B.AL","RXI$US_N.B.EU","RXI$US_N.B.NZ","RXI$US_N.B.UK","RXI_N.B.BZ","RXI_N.B.CA","RXI_N.B.CH","RXI_N.B.DN","RXI_N.B.HK","RXI_N.B.IN","RXI_N.B.JA","RXI_N.B.MA","RXI_N.B.MX","RXI_N.B.NO","RXI_N.B.SF","RXI_N.B.SI","RXI_N.B.KO","RXI_N.B.SL","RXI_N.B.SD","RXI_N.B.SZ","RXI_N.B.TA","RXI_N.B.TH","RXI_N.B.VES"
1990-01-01,ND,,ND,ND,,ND,ND,ND,ND,ND,ND,ND,,ND,ND,ND,ND,ND,ND,ND,ND,ND,
1990-01-02,0.7855,,0.5930,1.6110,,1.1605,4.7339,6.6350,7.8120,16.9600,146.2500,2.7070,,6.6375,2.5650,1.9030,ND,40.0175,6.2300,1.5768,ND,25.7100,
1990-01-03,0.7818,,0.5940,1.6100,,1.1613,4.7339,6.6975,7.8140,16.9900,145.7000,2.7085,,6.6575,2.5770,1.9085,683.5000,40.0175,6.2700,1.5785,ND,ND,
1990-01-04,0.7867,,0.5973,1.6293,,1.1614,4.7339,6.5525,7.8150,16.9400,143.3700,2.7050,,6.5700,2.5350,1.9000,684.2000,40.0175,6.1760,1.5420,26.1100,25.8000,
1990-01-05,0.7860,,0.5970,1.6370,,1.1600,4.7339,6.5570,7.8140,16.9300,143.8200,2.7075,,6.5500,2.5225,1.9090,683.7000,40.0175,6.1720,1.5370,26.0250,25.7100,
1990-01-08,0.7849,,0.5985,1.6530,,1.1601,4.7339,6.4860,7.8125,16.9300,144.1000,2.7030,,6.5070,2.5300,1.8960,683.6000,40.0175,6.1400,1.5238,25.9150,25.7400,
1990-01-09,0.7866,,0.6040,1.6537,,1.1614,4.7339,6.5350,7.8120,16.9300,145.2000,2.7055,,6.5220,2.5425,1.9005,684.0000,40.0175,6.1510,1.5270,25.9900,25.7100,
1990-01-10,0.7886,,0.6070,1.6620,,1.1589,4.7339,6.5300,7.8090,16.9200,145.2500,2.7035,,6.5100,2.5500,1.8955,684.7000,40.0175,6.1420,1.5125,ND,25.7400,
1990-01-11,0.7910,,0.6084,1.6568,,1.1570,4.7339,6.5340,7.8105,16.9300,145.4000,2.7005,,6.5160,2.5530,1.8955,685.2000,40.0175,6.1480,1.5160,26.0775,25.7400,
1990-01-12,0.7939,,0.6115,1.6695,,1.1571,4.7339,6.5175,7.8095,16.9400,145.4000,2.6990,,6.4920,2.5450,1.8935,685.6000,40.0175,6.1260,1.4945,26.0500,25.7400,
1990-01-15,ND,,ND,ND,,ND,ND,ND,ND,ND,ND,ND,,ND,ND,ND,ND,ND,ND,ND,ND,ND,
1990-01-16,0.7894,,0.6090,1.6570,,1.1650,4.7339,6.5750,7.8100,16.9700,145.4800,2.7055,,6.5320,2.5525,1.8935,685.7000,40.0175,6.1680,1.5165,ND,25.7500,
1990-01-17,0.7917,,0.6120,1.6495,,1.1640,4.7339,6.5525,7.8110,16.9700,145.4900,2.7030,,6.5270,2.5525,1.8890,686.6000,40.0175,6.1640,1.5067,26.0825,25.7500,
1990-01-18,0.7941,,0.6140,1.6445,,1.1713,4.7339,6.6170,7.8105,16.9800,146.1200,2.7045,,6.5740,2.5700,1.8900,686.5000,40.0175,6.2025,1.5185,26.1250,25.7500,
1990-01-19,0.7935,,0.6106,1.6465,,1.1790,4.7339,6.6250,7.8100,16.9700,145.6500,2.7060,,6.5850,2.5575,1.8770,687.2000,40.0175,6.2175,1.5145,26.0900,25.7900,
1990-01-22,0.7954,,0.6118,1.6390,,1.1830,4.7339,6.6705,7.8105,17.0300,146.4300,2.7065,,6.6185,2.5690,1.8795,687.9000,40.0175,6.2580,1.5320,26.1500,25.8000,
1990-01-23,0.7751,,0.6052,1.6490,,1.1780,4.7339,6.5755,7.8105,17.0000,146.0900,2.7045,,6.5580,2.5500,1.8820,688.4000,40.0175,6.2055,1.5080,ND,25.8000,
1990-01-24,0.7622,,0.5915,1.6550,,1.1855,4.7339,6.5275,7.8130,16.9800,145.3200,2.7055,,6.5250,2.5570,1.8760,687.9000,40.0175,6.1650,1.4965,26.1600,25.7600,
1990-01-25,0.7583,,0.5945,1.6572,,1.1905,4.7339,6.5335,7.8130,16.9900,144.4200,2.7045,,6.5375,2.5625,1.8775,687.8000,40.0175,6.1700,1.4880,26.1510,25.7500,
1990-01-26,0.7605,,0.5928,1.6570,,1.1939,4.7339,6.5550,7.8115,16.9700,143.3500,2.7045,,6.5400,2.5625,1.8720,ND,40.0175,6.1800,1.4980,ND,ND,
1990-01-29,0.7635,,0.5950,1.6780,,1.1885,4.7339,6.4875,7.8115,16.9700,143.1300,2.7040,,6.4925,2.5550,1.8690,687.7000,40.0175,6.1400,1.4860,ND,25.6900,
1990-01-30,0.7660,,0.5970,1.6818,,1.1906,4.7339,6.5075,7.8120,16.9600,144.1000,2.6990,,6.5050,2.5450,1.8615,688.3000,40.0175,6.1450,1.4910,ND,25.6900,
1990-01-31,0.7685,,0.6020,1.6794,,1.1858,4.7339,6.5315,7.8120,16.9700,144.5500,2.6990,,6.5130,2.5635,1.8640,689.0000,40.0175,6.1600,1.5040,26.1320,25.7300,
1990-02-01,0.7702,,0.5983,1.6815,,1.1864,4.7339,6.5050,7.8120,16.9600,144.9000,2.6975,,6.4950,2.5600,1.8650,689.5000,40.0175,6.1100,1.4982,26.0575,25.7200,
1990-02-02,0.7735,,0.6003,1.6817,,1.1887,4.7339,6.5240,7.8120,16.9600,145.3800,2.6990,,6.5080,2.5575,1.8675,690.1000,40.0175,6.1500,1.4970,26.0800,25.7200,
1990-02-05,0.7655,,0.5998,1.6950,,1.1899,4.7339,6.4600,7.8110,16.9500,145.3900,2.7000,,6.4580,2.5400,1.8660,690.8000,40.0175,6.1160,1.4802,26.1050,25.7400,
1990-02-06,0.7665,,0.6010,1.7020,,1.1879,4.7339,6.4550,7.8110,16.9500,145.1300,2.7010,,6.4450,2.5370,1.8570,690.7000,40.0175,6.0800,1.4769,26.0825,25.7100,
1990-02-07,0.7575,,0.5936,1.6990,,1.1935,4.7339,6.4125,7.8115,16.9500,145.4700,2.7060,,6.4300,2.5320,1.8595,690.5000,40.0175,6.0600,1.4815,26.0875,25.7100,
1990-02-08,0.7545,,0.5915,1.6870,,1.1971,4.7339,6.4675,7.8120,16.9600,145.4000,2.7060,,6.4730,2.5460,1.8630,691.0000,40.0175,6.1250,1.4948,26.1190,25.7300,
1990-02-09,0.7493,,0.5930,1.6925,,1.1956,4.7339,6.4790,7.8110,16.9600,145.2000,2.7055,,6.4715,2.5475,1.8645,691.8000,40.0175,6.1385,1.4970,26.1301,25.7300,
1990-02-12,0.7521,,0.5926,1.6950,,1.2024,4.7339,6.4545,7.8120,16.9900,144.2000,2.7055,,6.4495,2.5390,1.8635,691.7000,40.0175,6.1230,1.4958,26.1200,25.7100,
1990-02-13,0.7521,,0.5925,1.6905,,1.1999,4.7339,6.4800,7.8115,16.9800,144.4000,2.7055,,6.4700,2.5390,1.8660,691.6000,40.0175,6.1400,1.4970,26.1210,25.7200,
1990-02-14,0.7457,,0.5815,1.6960,,1.2068,4.7339,6.4650,7.8100,16.9700,144.2700,2.7050,,6.4700,2.5405,1.8635,692.4000,40.0175,6.1300,1.4923,26.1210,25.7100,
1990-02-15,0.7500,,0.5850,1.6930,,1.2060,4.7339,6.4935,7.8095,16.9700,144.4000,2.7005,,6.4865,2.5475,1.8650,692.3000,40.0175,6.1400,1.4955,26.1110,25.7200,
1990-02-16,0.7567,,0.5883,1.6955,,1.1990,4.7339,6.4820,7.8100,16.9600,144.1500,2.7055,,6.4805,2.5450,1.8690,692.8000,40.0175,6.1420,1.4935,26.1175,25.7300,
1990-02-19,ND,,ND,ND,,ND,ND,ND,ND,ND,ND,ND,,ND,ND,ND,ND,ND,ND,ND,ND,ND,
1990-02-20,0.7595,,0.5898,1.7040,,1.2020,4.7339,6.4675,7.8100,17.0000,145.4500,2.7020,,6.4790,2.5400,1.8600,693.1000,40.0175,6.2850,1.4850,26.1275,25.7000,
1990-02-21,0.7586,,0.5887,1.7150,,1.2013,4.7339,6.4365,7.8090,17.0300,145.3200,2.7020,,6.4540,2.5340,1.8610,693.1000,40.0175,6.1020,1.4747,26.1425,25.7200,
1990-02-22,0.7646,,0.5897,1.7147,,1.1945,4.7339,6.4380,7.8075,17.0000,145.8900,2.7025,,6.4525,2.5400,1.8640,693.5000,40.0175,6.0935,1.4725,ND,25.7200,
1990-02-23,0.7652,,0.5902,1.7100,,1.1970,4.7339,6.4600,7.8090,17.0200,146.9200,2.7040,,6.4700,2.5450,1.8660,694.3000,40.0175,6.0890,1.4770,26.1350,25.7300,
1990-02-26,0.7650,,0.5882,1.6930,,1.1980,4.7339,6.4950,7.8100,17.0500,148.8500,2.7045,,6.5150,2.5530,1.8650,695.1000,40.0175,6.1125,1.4870,26.1530,25.7800,
1990-02-27,0.7605,,0.5877,1.6920,,1.1948,4.7339,6.4900,7.8085,17.0700,148.6300,2.7040,,6.5075,2.5525,1.8655,696.0000,40.0175,6.1115,1.4833,26.1530,25.8000,
1990-02-28,0.7601,,0.5880,1.6892,,1.1923,4.7339,6.5200,7.8090,17.0700,148.8200,2.7040,,6.5290,2.5570,1.8670,696.7000,40.0175,6.1265,1.4915,26.1515,25.8200,
1990-03-01,0.7635,,0.5872,1.6650,,1.1902,4.7339,6.5930,7.8095,17.0700,149.6700,2.7070,,6.5850,2.5820,1.8750,ND,40.0175,6.1750,1.5060,26.1545,25.8500,
1990-03-02,0.7596,,0.5884,1.6510,,1.1940,4.7339,6.6000,7.8110,17.0800,150.2800,2.7070,,6.6050,2.5850,1.8750,696.7000,40.0175,6.1850,1.5135,ND,25.8700,
1990-03-05,0.7585,,0.5878,1.6388,,1.1906,4.7339,6.5475,7.8115,17.0500,149.7800,2.7080,,6.5775,2.5800,1.8725,695.9000,40.0175,6.1575,1.5000,26.1550,25.8700,
1990-03-06,0.7611,,0.5891,1.6490,,1.1870,4.7339,6.5420,7.8110,17.0700,149.8000,2.7070,,6.5750,2.5780,1.8730,697.4000,40.0175,6.1550,1.4995,26.1605,25.8200,
1990-03-07,0.7596,,0.5889,1.6390,,1.1851,4.7339,6.5550,7.8120,17.0500,151.2200,2.7100,,6.5825,2.5865,1.8745,698.3000,40.0175,6.1880,1.5067,26.1700,25.8600,
1990-03-08,0.7607,,0.5879,1.6425,,1.1795,4.7339,6.5300,7.8125,17.0600,150.8300,2.7065,,6.5725,2.5900,1.8740,699.6000,40.0175,6.1700,1.5093,26.2500,25.8500,
1990-03-09,0.7607,,0.5907,1.6181,,1.1793,4.7339,6.5420,7.8130,17.1000,151.3400,2.7050,,6.6010,2.6000,1.8725,700.8000,40.0175,6.1750,1.5123,26.4500,25.8800,
1990-03-12,0.7580,,0.5892,1.6103,,1.1790,4.7339,6.5600,7.8140,17.0900,152.3800,2.7080,,6.6200,2.6050,1.8740,701.1000,40.0175,6.1950,1.5239,26.3610,25.8800,
1990-03-13,0.7610,,0.5863,1.6003,,1.1778,4.7339,6.5850,7.8120,17.1000,152.5500,2.7130,,6.6500,2.6270,1.8775,701.4000,40.0175,6.2100,1.5280,26.3985,25.9300,
1990-03-14,0.7635,,0.5874,1.6090,,1.1745,4.7339,6.5750,7.8110,17.0900,152.2400,2.7120,,6.6230,2.6170,1.8750,701.3000,40.0175,6.1960,1.5270,26.3950,25.9100,
1990-03-15,0.7563,,0.5898,1.6175,,1.1780,4.7339,6.5340,7.8120,17.0700,152.5500,2.7165,,6.5975,2.6150,1.8750,700.9000,40.0175,6.1725,1.5220,26.4300,25.9200,
1990-03-16,0.7536,,0.5880,1.6235,,1.1803,4.7339,6.5060,7.8120,17.0800,152.3800,2.7175,,6.5720,2.6050,1.8740,699.9000,40.0175,6.1450,1.5095,26.5000,25.9000,
1990-03-19,0.7549,,0.5855,1.6103,,1.1837,4.7339,6.4600,7.8150,17.1100,153.5000,2.7130,,6.5575,2.6030,1.8740,699.0000,40.0175,6.1300,1.5087,26.4800,25.9100,
1990-03-20,0.7565,,0.5832,1.6105,,1.1793,4.7339,6.5055,7.8150,17.0900,153.8800,2.7220,,6.5940,2.6125,1.8745,699.7000,40.0175,6.1500,1.5167,26.4550,25.9100,
1990-03-21,0.7520,,0.5793,1.5945,,1.1768,4.7339,6.5410,7.8140,17.1300,154.1600,2.7265,,6.6250,2.6290,1.8795,700.1000,40.0175,6.1775,1.5210,26.4200,25.9100,
1990-03-22,0.7504,,0.5810,1.6010,,1.1767,4.7339,6.5235,7.8140,17.1600,155.1000,2.7310,,6.6135,2.6275,1.8820,700.5000,40.0175,6.1740,1.5150,26.4125,26.0000,
1990-03-23,0.7474,,0.5785,1.6040,,1.1750,4.7339,6.5380,7.8140,17.1600,153.9000,2.7230,,6.6200,2.6325,1.8805,700.9000,40.0175,6.1700,1.5185,26.4050,25.9900,
1990-03-26,0.7469,,0.5805,1.6180,,1.1759,4.7339,6.5395,7.8140,17.2200,156.5000,2.7280,,6.6190,2.6600,1.8835,702.2000,40.0175,6.1785,1.5265,26.4050,25.9900,
1990-03-27,0.7452,,0.5808,1.6261,,1.1760,4.7339,6.5260,7.8150,17.2100,157.4000,2.7270,,6.6120,2.6625,1.8840,703.8000,40.0175,6.1700,1.5180,26.4000,26.0300,
1990-03-28,0.7471,,0.5767,1.6275,,1.1762,4.7339,6.5225,7.8170,17.1800,158.7500,2.7290,,6.6050,2.6550,1.8875,704.1000,40.0175,6.1720,1.5160,26.4075,26.0600,
1990-03-29,0.7523,,0.5783,1.6340,,1.1743,4.7339,6.4875,7.8140,17.1700,156.7500,2.7280,,6.5850,2.6530,1.8865,703.1000,40.0175,6.1425,1.4980,ND,26.0200,
1990-03-30,0.7548,,0.5790,1.6480,,1.1705,4.7339,6.4545,7.8095,17.2200,157.8200,2.7280,,6.5455,2.6425,1.8855,703.7000,40.0175,6.1140,1.4975,26.4140,26.0000,
1990-04-02,0.7561,,0.5778,1.6315,,1.1695,4.7334,6.5155,7.8040,17.2300,158.9000,2.7330,,6.6020,2.6705,1.8860,704.9000,40.0175,6.1570,1.5075,26.4110,26.0700,
1990-04-03,0.7605,,0.5770,1.6355,,1.1662,4.7334,6.5000,7.8010,17.2400,159.1300,2.7325,,6.5850,2.6570,1.8845,706.6000,40.0175,6.1400,1.5027,ND,26.0500,
1990-04-04,0.7669,,0.5790,1.6415,,1.1673,4.7339,6.5075,7.8025,17.2300,158.6000,2.7310,,6.5750,2.6550,1.8800,708.4000,40.0175,6.1460,1.5065,26.4100,26.0500,
1990-04-05,0.7650,,0.5782,1.6415,,1.1686,4.7339,6.4990,7.8010,17.2400,157.6800,2.7295,,6.5800,2.6580,1.8780,708.4000,40.0175,6.1450,1.5010,ND,26.0200,
1990-04-06,0.7650,,0.5780,1.6385,,1.1655,4.7339,6.4745,7.8015,17.2400,157.6500,2.7305,,6.5630,ND,1.8755,709.0000,40.0175,6.1345,1.5013,26.3900,26.0200,
1990-04-09,0.7630,,0.5784,1.6385,,1.1617,4.7339,6.4625,7.7995,17.2400,157.5000,2.7290,,6.5545,2.6480,1.8770,709.4000,40.0175,6.1280,1.4962,ND,25.9900,
1990-04-10,0.7643,,0.5783,1.6343,,1.1615,4.7339,6.4575,7.7995,17.2800,158.5800,2.7320,,6.5600,2.6550,1.8800,709.7000,40.0175,6.1180,1.4963,26.2800,26.0300,
1990-04-11,0.7663,,0.5792,1.6425,,1.1652,4.7339,6.3905,7.7970,17.2500,158.2800,2.7300,,6.5170,2.6455,1.8775,709.8000,40.0175,6.0915,1.4840,26.3300,26.0300,
1990-04-12,0.7663,,0.5796,1.6420,,1.1631,4.7339,6.3850,7.7980,17.2500,158.1900,2.7300,,6.5150,2.6465,1.8770,709.0000,40.0175,6.1050,1.4828,26.3700,26.0300,
1990-04-13,0.7650,,0.5795,1.6385,,1.1650,4.7339,6.3850,7.7980,17.2500,158.7500,2.7300,,6.5250,2.6445,1.8770,709.2000,40.0175,6.1000,1.4850,26.3275,ND,
1990-04-16,0.7654,,0.5796,1.6310,,1.1670,4.7339,6.4100,7.7980,17.2500,159.3700,2.7345,,6.5325,2.6610,1.8770,709.3000,40.0175,6.1080,1.4903,26.3660,26.0300,
1990-04-17,0.7653,,0.5777,1.6338,,1.1683,4.7339,6.3960,7.7960,17.3300,159.9000,2.7335,,6.5290,2.6555,1.8790,709.7000,40.0175,6.1030,1.4905,26.3750,26.0500,
1990-04-18,0.7700,,0.5788,1.6380,,1.1623,4.7339,6.3820,7.7940,17.3000,159.1000,2.7300,,6.5200,2.6470,1.8795,709.9000,40.0175,6.0850,1.4840,26.3715,26.0500,
1990-04-19,0.7732,,0.5815,1.6435,,1.1619,4.7339,6.3770,7.7935,17.2900,156.5000,2.7190,,6.5125,2.6525,1.8750,709.8000,40.0175,6.0830,1.4828,26.3610,26.0100,
1990-04-20,0.7705,,0.5827,1.6353,,1.1628,4.7339,6.4340,7.7935,17.3400,157.8500,2.7195,,6.5595,2.6667,1.8750,708.5000,40.0175,6.1225,1.4913,26.3601,25.9800,
1990-04-23,0.7655,,0.5828,1.6357,,1.1610,4.7339,6.4550,7.7935,17.3600,157.7000,2.7195,,6.5630,2.6570,1.8775,707.9000,40.0175,6.1360,1.4930,26.3790,25.9900,
1990-04-24,0.7663,,0.5818,1.6341,,1.1593,4.7339,6.4435,7.7910,17.3500,158.7200,2.7195,,6.5575,2.6520,1.8795,707.9000,40.0175,6.1330,1.4880,26.3775,26.0200,
1990-04-25,0.7660,,0.5817,1.6370,,1.1608,4.7339,6.4065,7.7910,17.3400,158.7300,2.7185,,6.5340,2.6580,1.8775,708.4000,40.0175,6.1080,1.4670,26.3700,ND,
1990-04-26,0.7560,,0.5755,1.6335,,1.1602,4.7339,6.3955,7.7900,17.3900,158.7500,2.7190,,6.5305,2.6540,1.8775,709.0000,40.0175,6.1065,1.4615,ND,26.0100,
1990-04-27,0.7503,,0.5735,1.6360,,1.1634,4.7339,6.3740,7.7920,17.3900,158.9000,2.7170,,6.5145,2.6600,1.8775,709.4000,ND,6.0885,1.4570,26.3825,26.0300,
1990-04-30,0.7500,,0.5748,1.6389,,1.1654,4.7339,6.3895,7.7940,17.3900,158.8500,2.7160,,6.5300,2.6595,1.8770,709.8000,40.0175,6.0980,1.4505,26.4070,26.0000,
1990-05-01,0.7457,,0.5685,1.6405,,1.1648,4.7339,6.3880,7.7915,17.3800,158.8500,2.7165,,6.5320,2.6550,1.8760,709.2000,ND,6.1050,1.4555,26.4040,ND,
1990-05-02,0.7520,,0.5708,1.6430,,1.1673,4.7339,6.3970,7.7910,17.3900,158.3000,2.7135,,6.5220,2.6590,1.8750,ND,40.0175,6.0975,1.4555,26.4040,26.0200,
1990-05-03,0.7552,,0.5727,1.6422,,1.1670,4.7339,6.3890,7.7920,17.3700,158.1500,2.7080,,6.5200,2.6580,1.8775,708.6000,40.0175,6.0970,1.4544,26.3935,26.0100,
1990-05-04,0.7546,,0.5726,1.6600,,1.1633,4.7339,6.3480,7.7930,17.3300,158.3500,2.7100,,6.4800,2.6550,1.8760,708.3000,40.0175,6.0800,1.4447,26.3940,26.0200,
1990-05-07,0.7565,,0.5726,1.6680,,1.1625,4.7339,6.2950,7.7930,17.3300,158.0000,2.7100,,6.4500,2.6420,1.8760,708.6000,40.0175,6.0480,1.4325,26.3985,26.0100,
1990-05-08,0.7577,,0.5747,1.6695,,1.1635,4.7339,6.2980,7.7935,17.3500,157.9000,2.7030,,6.4480,2.6420,1.8695,710.1000,40.0175,6.0450,1.4330,26.4145,26.0200,
1990-05-09,0.7585,,0.5721,1.6780,,1.1662,4.7339,6.2630,7.7910,17.3200,156.4500,2.7015,,6.3960,2.6350,1.8670,710.7000,40.0175,6.0040,1.4040,26.4070,25.9700,
1990-05-10,0.7587,,0.5739,1.6763,,1.1653,4.7339,6.2540,7.7910,17.3000,157.0000,2.6960,,6.4050,2.6340,1.8630,710.3000,40.0175,6.0190,1.3955,26.4035,25.9300,
1990-05-11,0.7600,,0.5700,1.6813,,1.1785,4.7339,6.2345,7.7910,17.2900,152.7300,2.6950,,6.3755,2.6216,1.8510,710.4000,40.0175,5.9915,1.3952,26.4400,25.9000,
1990-05-14,0.7669,,0.5708,1.6840,,1.1770,4.7339,6.2730,7.7910,17.3100,152.7700,2.6950,,6.4005,2.6425,1.8505,710.5000,40.0175,6.0135,1.3957,ND,26.4250,
1990-05-15,0.7645,,0.5725,1.6770,,1.1810,4.7339,6.2890,7.7900,17.3100,151.4000,2.6930,,6.4110,2.6385,1.8495,710.9000,40.0175,6.0185,1.3980,27.5000,25.8300,
1990-05-16,0.7625,,0.5728,1.6800,,1.1757,4.7339,6.2770,7.7880,17.3100,151.4300,2.6990,,6.3995,2.6390,1.8540,711.3000,40.0175,6.0140,1.4000,27.3500,25.8400,
1990-05-17,0.7617,,0.5735,1.6917,,1.1738,4.7339,6.2955,7.7875,17.3300,152.3500,2.6995,,6.4000,2.6350,1.8535,711.7000,40.0175,6.0215,1.4040,ND,25.8400,
1990-05-18,0.7605,,0.5725,1.6908,,1.1783,4.7339,6.2960,7.7875,17.2500,152.8500,2.7005,,6.4085,2.6400,1.8538,712.0000,40.0175,6.0200,1.4048,27.3900,25.8600,
1990-05-21,0.7640,,0.5735,1.6912,,1.1795,4.7339,6.3455,7.7850,17.2900,153.5300,2.7025,,6.4450,2.6525,1.8542,712.8000,40.0175,6.0590,1.4240,27.4400,25.8700,
1990-05-22,0.7640,,0.5735,1.6915,,1.1922,4.7339,6.3580,7.7820,17.3000,151.6000,2.7058,,6.4495,2.6400,1.8544,714.5000,ND,6.0735,1.4180,ND,25.8800,
1990-05-23,0.7653,,0.5737,1.6940,,1.1836,4.7339,6.3650,7.7810,17.2900,151.2300,2.7010,,6.4505,2.6481,1.8500,714.8000,40.0175,6.0725,1.4123,27.5000,25.8500,
1990-05-24,0.7623,,0.5739,1.6895,,1.1855,4.7339,6.3780,7.7825,17.3100,151.5500,2.7000,,6.4600,2.6420,1.8480,714.3000,40.0175,6.0800,1.4200,27.4975,25.8500,
1990-05-25,0.7668,,0.5733,1.6892,,1.1841,4.7339,6.3950,7.7840,17.3000,149.6900,2.6985,,6.4775,2.6550,1.8480,714.6000,40.0175,6.0955,1.4255,27.5000,25.8400,
1990-05-28,ND,,ND,ND,,ND,ND,ND,ND,ND,ND,ND,,ND,ND,ND,ND,ND,ND,ND,ND,ND,
1990-05-29,0.7660,,0.5741,1.6946,,1.1818,4.7339,6.3635,7.7820,17.3700,150.8800,2.7015,,6.4430,2.6525,1.8460,714.8000,40.0175,6.0650,1.4098,27.4996,25.8100,
1990-05-30,0.7720,,0.5757,1.6930,,1.1780,4.7339,6.4050,7.7805,17.3500,151.3200,2.7005,,6.4650,2.6675,1.8485,715.3000,40.0175,6.0785,1.4210,27.4700,25.8500,
1990-05-31,0.7678,,0.5768,1.6765,,1.1745,4.7339,6.4600,7.7820,17.3600,152.6400,2.7035,,6.5100,2.6750,1.8540,715.1000,40.1175,6.1330,1.4330,27.4500,25.8600,
1990-06-01,0.7693,,0.5752,1.6838,,1.1726,4.7339,6.4710,7.7850,17.3800,151.3900,2.7090,,6.5050,2.6630,1.8540,714.1000,40.0175,6.1130,1.4360,27.4450,25.8900,
1990-06-04,0.7676,,0.5768,1.6750,,1.1766,4.7339,6.4500,7.7850,17.4400,151.6000,2.7105,,6.5140,2.6720,1.8540,714.3000,40.0175,6.1230,1.4410,27.4400,25.9000,
1990-06-05,0.7710,,0.5776,1.6830,,1.1757,4.7339,6.4420,7.7835,17.4200,152.6500,2.7090,,6.5170,2.6600,1.8510,715.9000,40.0175,6.1090,1.4347,27.4420,25.8900,
1990-06-06,0.7718,,0.5819,1.6882,,1.1728,4.7339,6.4395,7.7810,17.4000,152.5500,2.7085,,6.4915,2.6230,1.8490,715.9000,40.0175,6.1015,1.4285,27.4300,25.8900,
1990-06-07,0.7775,,0.5828,1.6883,,1.1683,4.7339,6.4460,7.7785,17.3800,152.5300,2.7063,,6.5020,2.6630,1.8494,716.5000,40.0175,6.1135,1.4385,27.4050,25.8900,
1990-06-08,0.7725,,0.5812,1.6848,,1.1750,4.7339,6.4630,7.7825,17.4400,153.5300,2.7080,,6.5175,2.6710,1.8495,717.1000,40.0175,6.1370,1.4478,27.4051,25.8900,
1990-06-11,0.7751,,0.5785,1.6858,,1.1711,4.7339,6.4420,7.7825,17.4600,154.5200,2.7095,,6.5050,2.6675,1.8520,717.9000,40.0175,6.1300,1.4405,27.4150,25.9200,
1990-06-12,0.7740,,0.5783,1.7025,,1.1715,4.7339,6.4420,7.7845,17.4200,154.4400,2.7095,,6.5025,2.6670,1.8490,718.7000,40.0175,6.1180,1.4370,27.4125,25.9100,
1990-06-13,0.7743,,0.5806,1.7070,,1.1722,4.7339,6.4345,7.7835,17.3800,154.7900,2.7105,,6.4925,2.6645,1.8485,719.0000,40.0175,6.1085,1.4328,27.4300,25.9000,
1990-06-14,0.7750,,0.5823,1.7052,,1.1705,4.7339,6.4450,7.7850,17.4200,154.0700,2.7115,,6.4950,2.6590,1.8485,718.9000,40.0175,6.1090,1.4355,27.4260,25.8700,
1990-06-15,0.7756,,0.5816,1.7055,,1.1720,4.7339,6.4550,7.7865,17.4300,154.2000,2.7125,,6.5100,2.6670,1.8500,718.6000,40.0175,6.1280,1.4360,27.4400,25.8900,
1990-06-18,0.7792,,0.5823,1.7130,,1.1727,4.7339,6.3700,7.7845,17.4200,153.7000,2.7125,,6.4130,2.6265,1.8490,719.0000,40.0175,6.0825,1.4165,27.4400,25.8700,
1990-06-19,0.7840,,0.5830,1.7205,,1.1741,4.7334,6.3540,7.7890,17.4200,153.6500,2.7105,,6.4390,2.6570,1.8425,719.5000,40.0175,6.0570,1.4077,27.4375,25.8500,
1990-06-20,0.7833,,0.5825,1.7230,,1.1724,4.7339,6.3825,7.7900,17.4200,154.0000,2.7105,,6.4580,2.6660,1.8425,719.3000,40.0175,6.0770,1.4145,27.4200,25.8500,
